

 ********* 2018-05-06 18:50:41 Duration: 00:00:15 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
         5         384         528         295         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW2 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         380         544         227         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW13 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         379         503         301         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW12 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         379         494         215         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW14 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         379         562         268         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW0 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         377         464         252         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW8
         5         376         556         233         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW19 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         372         634         260         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW11 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         369         436         273         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW8 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         368         444         226         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW15 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         367         684         232         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW7 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         364         507         220         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW7
         5         361         502         219         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW10 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         359         480         300         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW4 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         591         882         403          9  UPDATE CWPACTIVITY_GLOBAL SET PARALLEL_COUNT=?,REPEAT_COUNT=?,STATUS=?,START_TIME_MS=?,START_TIME=?,END_TIME_MS=?,LONG_DATA_ID=?,COMPLETION_TIME=?,LONG_DATA_ID_SENT=? WHERE PROCESS_ID=? AND ACTIVITY_INDEX=?
         5         352         397         293         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW16 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         351         511         254         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW14
         5         344         449         276         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW3 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         342         411         276         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW15
         5         336         390         202         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW0
         4         332         446         193         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW10
         4         303         412         209         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW3
         3         561         589         489          7  SELECT PRIVILEGE, DESCRIPTION FROM CWPRIVILEGE WHERE PRIVILEGE IN (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         3         632         674         566          5  SELECT MESSAGEID,QUEUE,SKEY,MGROUP FROM CWT_DBQUEUE WHERE QUEUE = ? AND HOLD = 0 AND ARCHIVED = 0 AND (DELIVERYTIME IS NULL OR DELIVERYTIME <= SYSDATE) AND ROWNUM <= ? ORDER BY PRIORITY DESC,CREATIONTIME
         2         932         976         854          3  SELECT DISTINCT T0.CREATEDBY,T0.CREATIONDATE,T0.UPDATEDBY,T0.LASTUPDATEDDATE,T0.ORIGINAL_ORDER_ID,T0.BASKETID,T0.OSTATE,T0.CUSTOMERID,T0.ACCOUNTID,T0.ORDERTYPE,T0.ORDVER,T0.ASSIGNEDPRIORITY,T0.REQUESTEDSTARTDATE,T0.REQUESTEDCOMPLETIONDATE,T0.DESCRIPTION,T0.EXTERNALORDERID,T0.ISBUNDLED,T0.NOTES,T0.ATTRS,T0.MODE_SC,T0.ISLOCKED,T0.RELATEDENTITIES,T0.BISPECIFICATION,T0.COMPLETIONDATE,T0.RELATEDORDERS,T0.CWDOCID
                                                           FROM CWORDERINSTANCE T0
                                                           WHERE T0.METADATATYPE IN (375) AND T0.OSTATE IN ('O_NR_SCH') AND T0.REQUESTEDSTARTDATE <= ?
         2       1,319       1,434       1,205          2  select ASSOC.APPLICATIONCONTEXT,
                                                                  ASSOC.AVERSION,
                                                                  ASSOC.ZVERSION,
                                                                  ASSOC.HASCOLLECTION,
                                                                  ASSOC.HASNAMEVALUEPAIRS,
                                                                  ASSOC.VERSION,
                                                                  ASSOC.ISPENDING,
                                                                  ASSOC.ASSOCIATIONTYPE,
                                                                  ASSOC.DN,
                                                                  ASSOC.VALIDFROMDATE,
                                                                  ASSOC.VALIDTODATE,
                                                                  ASSOC.CREATEDBY,
                                                                  ASSOC.CREATEDDATE,
                                                                  ASSOC.UPDATEDBY,
                                                                  ASSOC.UPDATEDDATE,
                                                                  ASSOC.STATE,
                                                                  ASSOC.STATEDATE,
                                                                  ASSOC.SELF,
                                                                  ASSOC.ENTITYAPPLICATIONCONTEXT,
                                                                  ASSOC.ENTITYTYPE,
                                                                  ASSOC.ENTITYDN,
                                                                  ASSOC.ISEXTERNALENTITY,
                                                                  ASSOC.ASSOCENTITYAPPLICATIONCONTEXT,
                                                                  ASSOC.ASSOCENTITYTYPE,
                                                                  ASSOC.ASSOCENTITYDN,
                                                                  ASSOC.ISEXTERNALASSOCENTITY,
                                                                  ASSOC.SEARCHTEXT,
                                                                  ASSOC.DATA,
                                                                  ASSOC.CUSTOMERRELATEDDN,
                                                                  ASSOC.PRODUCTRELATEDDN,
                                                                  ENTITY.APPLICATIONCONTEXT,
                                                                  ENTITY.HASCOLLECTION,
                                                                  ENTITY.HASNAMEVALUEPAIRS,
                                                                  ENTITY.VERSION,
                                                                  ENTITY.ISPENDING,
                                                                  ENTITY.ENTITYTYPE,
                                                                  ENTITY.DN,
                                                                  ENTITY.VALIDFROMDATE,
                                                                  ENTITY.VALIDTODATE,
                                                                  ENTITY.CREATEDBY,
                                                                  ENTITY.CREATEDDATE,
                                                                  ENTITY.UPDATEDBY,
                                                                  ENTITY.UPDATEDDATE,
                                                                  ENTITY.STATE,
                                                                  ENTITY.STATEDATE,
                                                                  ENTITY.HIERARCHICALNAMING,
                                                                  ENTITY.AUTONAMED,
                                                                  ENTITY.CUSTOMERID,
                                                                  ENTITY.ACCOUNTID,
                                                                  ENTITY.LOCATIONID,
                                                                  ENTITY.SITEID,
                                                                  ENTITY.SERVICEDATE,
                                                                  ENTITY.REQUESTDATE,
                                                                  ENTITY.FAMILY,
                                                                  ENTITY.CATEGORY,
                                                                  ENTITY.CATALOGCODE,
                                                                  ENTITY.CATALOGTYPE,
                                                                  ENTITY.PARENTENTITYTYPE,
                                                                  ENTITY.PARENTASSOCNAME,
                                                                  ENTITY.PARENTDN,
                                                                  ENTITY.ORDERID,
                                                                  ENTITY.SEARCHTEXT,
                                                                  ENTITY.DATA,
                                                                  PRICE.ID,
                                                                  PRICE.VERSION,
                                                                  PRICE.NAME,
                                                                  PRICE.DESCRIPTION,
                                                                  PRICE.AMOUNT,
                                                                  PRICE.TAXCODE,
                                                                  PRICE.CHARGETYPECODE,
                                                                  PRICE.FREQUENCY,
                                                                  PRICE.CURRENCY,
                                                                  PRICE.POPID,
                                                                  PRICE.PRICETYPE,
                                                                  PRICE.EXTERNALIDS,
                                                                  PRICE.UNITOFMEASURE,
                                                                  PRICE.OVERRIDEAMOUNT,
                                                                  PRODUCT.ID,
                                                                  PRODUCT.VERSION,
                                                                  PRODUCT.NAME,
                                                                  PRODUCT.PRODUCTSERIALNUMBER,
                                                                  PRODUCT.ISBUNDLE,
                                                                  PRODUCT.ISCUSTOMERVISIBLE,
                                                                  PRODUCT.PRODUCTSPECIFICATION,
                                                                  PRODUCT.PRODUCTOFFERING,
                                                                  PRODUCT.QUANTITYAMOUNT,
                                                                  PRODUCT.QUANTITYUNIT,
                                                                  PRODUCT.DESCRIPTION,
                                                                  RES.ID,
                                                                  RES.VERSION,
                                                                  RES.NAME,
                                                                  RES.EXTERNALID,
                                                                  RES.ISCOMPOUND,
                                                                  RES.ISLOGICAL,
                                                                  RES.type,
                                                                  RES.RESOURCENUMBER,
                                                                  RES.SERIALNUMBER,
                                                                  SER.ID,
                                                                  SER.VERSION,
                                                                  SER.type,
                                                                  SER.SERVICECANDIDATE,
                                                                  SER.SERVICESPECIFICATION,
                                                                  SER.NAME,
                                                                  SER.ISSERVICEENABLED,
                                                                  SER.HASSTARTED,
                                                                  SER.ISMANDATORY,
                                                                  SER.STARTMODE,
                                                                  SER.ISSTATEFUL,
                                                                  SER.STATUSREASON,
                                                                  case ENTITY.HASCOLLECTION
                                                                    when 'Y' then (select CD.DATA
                                                                                   from   CWT_SR_CONTEXTDATA CD
                                                                                   where  CD.PARENTDN = TARGET
                                                                                          and CD.PARENTVERSION = TARGETVERSION
                                                                                          and rownum <= 1)
                                                                    else null
                                                                  end as CONTEXTDATA,
                                                                  PRODUCT.EXTERNALID,
                                                                  SER.EXTERNALID
                                                           from
                                                           
                                                           (
                                                                 select ASSOC3.ASSOCENTITYDN as TARGET,
                                                                        case when ASSOC3.ASSOCENTITYTYPE = 'Service' or
                                                                                  ASSOC3.ASSOCENTITYTYPE = 'Resource' then
                                                           
                                                                            (select version from CWT_SR_CUR_VERSION where ASSOC3.ASSOCENTITYDN = DN)
                                                           
                                                                        else
                                                                             ASSOC3.MAXVERSION
                                                                        end as TARGETVERSION,
                                                                        ASSOC3.*
                                                                 from
                                                                 (
                                                                     select ASSOC1.*, max(version) over (partition by ASSOCIATIONTYPE, ENTITYDN, ASSOCENTITYDN) as MAXVERSION
                                                                     from   CWT_SR_ASSOCIATIONACT ASSOC1
                                                                     where  ASSOC1.CUSTOMERRELATEDDN =  ? || ''
                                                           
                                                                 ) ASSOC3
                                                                 where MAXVERSION = version
                                                                   and exists (
                                                                      select DN
                                                                      from CWT_SR_CUR_VERSION
                                                                      where DN = ASSOC3.PRODUCTRELATEDDN and ISARCHIVED != 'Y'
                                                                      and ((ASSOC3.ASSOCENTITYTYPE = 'Service' or
                                                                            ASSOC3.ASSOCENTITYTYPE = 'Resource' or
                                                                            ASSOC3.ASSOCENTITYTYPE = 'ProductPrice' or
                                                                            ASSOC3.APPLICATIONCONTEXT = 'ProductRelationships' or
                                                                            ASSOC3.APPLICATIONCONTEXT = 'ProductProduct') or
                                                                            ASSOC3.VERSION = VERSION
                                                                      )
                                                                   )
                                                           
                                                           ) ASSOC
                                                           
                                                           left join CWT_SR_ENTITYACT ENTITY
                                                                 on ENTITY.DN = TARGET
                                                                    and ENTITY.VERSION = TARGETVERSION
                                                           left join CWT_SR_PRODPRICE PRICE
                                                                 on PRICE.ID = TARGET
                                                                    and PRICE.VERSION = TARGETVERSION
                                                           left join CWT_SR_PRODUCT PRODUCT
                                                                 on PRODUCT.ID = TARGET
                                                                    and PRODUCT.VERSION = TARGETVERSION
                                                           left join CWT_SR_RESOURCE RES
                                                                 on RES.ID = TARGET
                                                                    and RES.VERSION = TARGETVERSION
                                                           left join CWT_SR_SERVICE SER
                                                                 on SER.id = TARGET
                                                                    and SER.VERSION = TARGETVERSION
         2       2,002       2,002       2,002          1  UPDATE CWT_ON_RID SET REFERENCE = 1084 where REQUEST_ID = -1965013313
         1         450         545         303          4  SELECT T0.ID,T0.OBJECTDESCRIPTION,T0.PARTYSPECIFICATION,T0.ENTITYSPECIFICATION,T0.DEPENDENTENTITYNAME,T0.ORDERID,T0.NAMEVALUESEARCHKEY,T0.NAMESEARCHKEY,T0.CWPARENTID,T0.OBJECTCLASS,T0.NAME,T0.VALUE,T0.DATA,T0.IDENTIFIER,T0.CREATEDBY,T0.CREATEDON,T0.UPDATEDON,T0.GUID,T0.OWNER FROM CWT_DO_RELATEDOBJECTS T0 WHERE T0.ID=?
         1         569         624         525          3  SELECT PRIVILEGE FROM CWUSERGROUPPRIVILEGE WHERE PROFILEPROVIDER = ? AND USERGROUP = ?
         1         376         526         300          4  INSERT INTO CWT_DO_RELATEDOBJECTS(ID,OBJECTDESCRIPTION,PARTYSPECIFICATION,ENTITYSPECIFICATION,DEPENDENTENTITYNAME,ORDERID,NAMEVALUESEARCHKEY,NAMESEARCHKEY,CWPARENTID,OBJECTCLASS,NAME,VALUE,DATA,IDENTIFIER,CREATEDBY,CREATEDON,UPDATEDON,GUID,OWNER) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         1         296         364         224          4  INSERT INTO CWT_DO_OBJECTRELATIONS(ID,CWORDERID,CWPARENTID,SOURCEOBJECTID,TARGETOBJECTID,RELATIONTYPE,CREATEDBY,CREATEDON,UPDATEDON) VALUES (?,?,?,?,?,?,?,?,?)
         1       1,022       1,022       1,022          1  SELECT T0.CWDOCID,T0.CREATEDBY,T0.CREATIONDATE,T0.UPDATEDBY,T0.LASTUPDATEDDATE,T0.STATE,T0.METADATATYPE,T0.STATUS,T0.VISUALKEY,T0.PRODUCTCODE,T0.PARENTORDER,T0.OWNER,T0.STATE2,T0.HASATTACHMENT,T0.METADATATYPE_VER,T0.ORIGINAL_ORDER_ID,T0.SOURCE_ORDER_ID,T0.KIND_OF_ORDER,T0.ORDER_PHASE,T0.PROJECT_ID,T0.PROCESS_ID,T0.DUEDATE,T0.CWDOCSTAMP,T0.CWORDERSTAMP,T0.APP_NAME,T0.CWUSERROLE,T0.BASKETID,T0.OSTATE,T0.CUSTOMERID,T0.ACCOUNTID,T0.ORDERTYPE,T0.ORDERSUBTYPE,T0.RELATEDORDER,T0.ORDERNUM,T0.ORDVER,T0.EFFECTIVEDATE,T0.SUBMITTEDBY,T0.SUBMITTEDDATE,T0.PRICE,T0.ONETIMEPRICE,T0.PRICEDON,T0.CORRELATIONID,T0.QUOTEID,T0.CHANNEL,T0.EXPIRATIONDATE,T0.QUOTEEXPIRATIONDATE,T0.ASSIGNEDPRIORITY,T0.REQUESTEDSTARTDATE,T0.REQUESTEDCOMPLETIONDATE,T0.DESCRIPTION,T0.BITYPE,T0.EXTERNALORDERID,T0.ISBUNDLED,T0.NOTES,T0.ATTRS,T0.MODE_SC,T0.ISLOCKED,T0.RELATEDENTITIES,T0.REQUESTER,T0.BISPECIFICATION,T0.RELATEDSCS,T0.QUOTEON,T0.COMPLETIONDATE,T0.RELATEDORDERS,T0.EXTENDEDSTATE,T0.ORDERROLE,T0.ORDERIDREF,T0.PREVOSTATE,T0.PMPROJECTID,T0.PMPROJECTTYPE FROM CWORDERINSTANCE T0 WHERE T0.CWDOCID=?
         0         484         568         400          2  SELECT cwpc_basketItemRelation.BASKETITEMIDFROM,cwpc_basketItemRelation.BASKETITEMIDTO,cwpc_basketItemRelation.RELATIONNAME,cwpc_basketItemRelation.CWCREATED,cwpc_basketItemRelation.CWCREATEDBY,cwpc_basketItemRelation.LASTUPDATEDDATE,cwpc_basketItemRelation.UPDATEDBY,cwpc_basketItemRelation.BASKETID,cwpc_basketItemRelation.BASKETITEMRELATIONID,cwpc_basketItemRelation.INTERNALSTATE,cwpc_basketItemRelation.EFFECTIVEDATE,cwpc_basketItemRelation.STATUS,cwpc_basketItemRelation.SOURCE,cwpc_basketItemRelation.GUID,cwpc_basketItemRelation.PERCENTAGE,cwpc_basketItemRelation.USERFLAG FROM CWPC_BASKETITEMRELATION WHERE BASKETID=?
         0         225         256         180          4  SELECT T0.ID,T0.CWORDERID,T0.CWPARENTID,T0.SOURCEOBJECTID,T0.TARGETOBJECTID,T0.RELATIONTYPE,T0.CREATEDBY,T0.CREATEDON,T0.UPDATEDON FROM CWT_DO_OBJECTRELATIONS T0 WHERE T0.ID=?
         0         658         658         658          1  call UPDATECUSTOMERASSOCIATIONS(?)
         0         653         653         653          1  INSERT INTO CWORDERINSTANCE(CWDOCID,CREATEDBY,CREATIONDATE,UPDATEDBY,LASTUPDATEDDATE,STATE,METADATATYPE,STATUS,VISUALKEY,PRODUCTCODE,PARENTORDER,OWNER,STATE2,HASATTACHMENT,METADATATYPE_VER,ORIGINAL_ORDER_ID,SOURCE_ORDER_ID,KIND_OF_ORDER,ORDER_PHASE,PROJECT_ID,PROCESS_ID,DUEDATE,CWDOCSTAMP,CWORDERSTAMP,APP_NAME,CWUSERROLE,BASKETID,OSTATE,CUSTOMERID,ACCOUNTID,ORDERTYPE,ORDERSUBTYPE,RELATEDORDER,ORDERNUM,ORDVER,EFFECTIVEDATE,SUBMITTEDBY,SUBMITTEDDATE,PRICE,ONETIMEPRICE,PRICEDON,CORRELATIONID,QUOTEID,CHANNEL,EXPIRATIONDATE,QUOTEEXPIRATIONDATE,ASSIGNEDPRIORITY,REQUESTEDSTARTDATE,REQUESTEDCOMPLETIONDATE,DESCRIPTION,BITYPE,EXTERNALORDERID,ISBUNDLED,NOTES,ATTRS,MODE_SC,ISLOCKED,RELATEDENTITIES,REQUESTER,BISPECIFICATION,RELATEDSCS,QUOTEON,COMPLETIONDATE,RELATEDORDERS,EXTENDEDSTATE,ORDERROLE,ORDERIDREF,PREVOSTATE,PMPROJECTID,PMPROJECTTYPE) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         0         636         636         636          1  SELECT AVM_ID,IP,LASTUPDATEDDATE,0,JMXPORT,0,HOST,0,TOTALMEMORY,NUMBERPROCESSES,CW_PORT,STARTTIME,NULL,ACTIVATED_IVERSION,ACTIVATED_VERSION,NODE_MODE,SYSDATE,APP_NAME,CONFIG_NODE FROM CWVMINFO WHERE APP_NAME=?
         0         606         606         606          1  SELECT T0.USERID,T0.USER_NAME,T0.DOMAIN,T0.EMAIL,T0.ACTIVE,T0.AVAILABLE,T0.PROFILEID,T0.MINTASKS,T0.MAXTASKS,T0.POSITIONID,T0.OUTOFOFFICE FROM CWUSER T0 WHERE T0.USERID=?
         0         568         568         568          1  INSERT INTO cwpc_basket(BASKETID,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,CWORDERID,STATE,CWBASKETSTAMP,TYPE,CONTEXTID) VALUES (?,?,?,?,?,?,?,?,?,?)
         0         565         565         565          1  INSERT INTO CWT_ON_RID(REQUEST_ID,ID,OPERATION,OWNER,CREATED,REFERENCE) VALUES (?,?,?,?,?,?)
         0         280         369         190          2  SELECT T0.BASKETID,T0.CWCREATED,T0.CWCREATEDBY,T0.LASTUPDATEDDATE,T0.UPDATEDBY,T0.CWORDERID,T0.STATE,T0.CWBASKETSTAMP,T0.TYPE,T0.CONTEXTID FROM cwpc_basket T0 WHERE T0.BASKETID=?
         0         539         539         539          1  SELECT PREFERENCES FROM CWUSER WHERE USERID = ?
         0         517         517         517          1  SELECT T0.REQUEST_ID,T0.ID,T0.OPERATION,T0.OWNER,T0.CREATED,T0.REFERENCE FROM CWT_ON_RID T0 WHERE T0.REQUEST_ID=?
         0         512         512         512          1  SELECT itemId, pos, instanceKey, hasAttachment, state, process_id, parentId, search_key, relations, SEARCHINDEX FROM CWOrderItems WHERE topOrderId=? ORDER BY parentId,pos
         0         495         495         495          1  SELECT PRIVILEGE, DESCRIPTION FROM CWPRIVILEGE WHERE PRIVILEGE IN (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         0         480         480         480          1  SELECT T0.USERID,T0.ROLEID,T0.ACTIVE,T0.MANAGER
                                                           FROM CWUSERROLE T0
                                                           WHERE upper(T0.USERID) LIKE ?
         0         473         473         473          1  UPDATE CWORDERINSTANCE SET CREATEDBY=?,CREATIONDATE=?,UPDATEDBY=?,LASTUPDATEDDATE=?,STATE=?,METADATATYPE=?,VISUALKEY=?,OWNER=?,HASATTACHMENT=?,CWDOCSTAMP=?,CWORDERSTAMP=?,APP_NAME=?,BASKETID=?,OSTATE=?,CUSTOMERID=?,ORDERTYPE=?,ORDERNUM=?,QUOTEID=?,EXPIRATIONDATE=?,DESCRIPTION=?,ISBUNDLED=?,NOTES=?,MODE_SC=?,ISLOCKED=?,REQUESTER=?,PMPROJECTID=? WHERE CWDOCID=?
         0         425         425         425          1  SELECT CWT_ON_ORDERNUM_SEQ.nextval from dual
         0         414         414         414          1  SELECT T0.ID,T0.CWDOCSTAMP,T0.LASTUPDATEDDATE,T0.CWORDERCREATIONDATE,T0.CWORDERID,T0.CWPARENTID,T0.UPDATEDBY,T0.GUID,T0.SITEID,T0.SITETYPE,T0.SITEMOVETO,T0.SITEMOVEFROM,T0.STATUS,T0.SOURCE,T0.ADDRESSID FROM CWT_DO_SITE T0 WHERE T0.ID=?
         0         376         376         376          1  SELECT PRIVILEGE, DESCRIPTION FROM CWPRIVILEGE WHERE PRIVILEGE IN (?,?)
         0         348         348         348          1  INSERT INTO CWT_DO_SITE(ID,CWDOCSTAMP,LASTUPDATEDDATE,CWORDERCREATIONDATE,CWORDERID,CWPARENTID,UPDATEDBY,GUID,SITEID,SITETYPE,SITEMOVETO,SITEMOVEFROM,STATUS,SOURCE,ADDRESSID) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
