

 ********* 2018-05-08 13:01:57 Duration: 00:00:23 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
        10         449         858         234         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW0 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         448         713         341         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW4 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         446         737         294         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW8 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         446         709         321         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW6 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         445         658         262         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW11 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         445         566         318         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW9
        10         444         582         275         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW14
        10         461         733         356         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW0
        10         438         723         341         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW18
        10         457         919         269         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW13
        10         436         752         262         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW15 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         454         744         268         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW3
         9         431         707         235         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW19 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
         9         430         691         300         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW16 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
         9         449         667         259         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW8
         9         429         712         261         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW14 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
         9         424         575         279         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW10 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
         9         421         581         278         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW12
         9       1,375       5,364         548          7  SELECT PRIVILEGE, DESCRIPTION FROM CWPRIVILEGE WHERE PRIVILEGE IN (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         9         415         584         202         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW16
         9         412         579         266         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW2
         9       4,705       8,692         719          2  SELECT cwpc_basketItemRelation.BASKETITEMIDFROM,cwpc_basketItemRelation.BASKETITEMIDTO,cwpc_basketItemRelation.RELATIONNAME,cwpc_basketItemRelation.CWCREATED,cwpc_basketItemRelation.CWCREATEDBY,cwpc_basketItemRelation.LASTUPDATEDDATE,cwpc_basketItemRelation.UPDATEDBY,cwpc_basketItemRelation.BASKETID,cwpc_basketItemRelation.BASKETITEMRELATIONID,cwpc_basketItemRelation.INTERNALSTATE,cwpc_basketItemRelation.EFFECTIVEDATE,cwpc_basketItemRelation.STATUS,cwpc_basketItemRelation.SOURCE,cwpc_basketItemRelation.GUID,cwpc_basketItemRelation.PERCENTAGE,cwpc_basketItemRelation.USERFLAG FROM CWPC_BASKETITEMRELATION WHERE BASKETID=?
         9         415         573         223         22  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW13
         8         401         605         261         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW17
         8         387         578         256         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW4
         8         368         745         218         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPGLOBAL_NEW
         8         367         532         210         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW4
         8         543         792         323         15  UPDATE CWPACTIVITY_GLOBAL SET PARALLEL_COUNT=?,REPEAT_COUNT=?,STATUS=?,START_TIME_MS=?,START_TIME=?,END_TIME_MS=?,LONG_DATA_ID=?,COMPLETION_TIME=?,LONG_DATA_ID_SENT=? WHERE PROCESS_ID=? AND ACTIVITY_INDEX=?
         8         363         636         227         22  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW10
         7         356         615         227         22  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW2
         7       7,336       7,336       7,336          1  SELECT itemId, pos, instanceKey, hasAttachment, state, process_id, parentId, search_key, relations, SEARCHINDEX FROM CWOrderItems WHERE topOrderId=? ORDER BY parentId,pos
         6       2,298       5,701         550          3  SELECT PRIVILEGE FROM CWUSERGROUPPRIVILEGE WHERE PROFILEPROVIDER = ? AND USERGROUP = ?
         5       2,933       5,097         768          2  select DATA from CWFTEMPLATECONFIG where name=?
         5         579         753         344         10  SELECT CTTYPE,DESCRIPTION,DSBTYPE,ACTIVE,DURATION,DURATIONTYPE,AUTOFILTERING,FETCHHANDLERID,GETHANDLERID,DIMENSIONCODE,PARAM,STARTDATE,ENDDATE,MDRCODE,MDRDIMENSIONCODE FROM CWDATASOURCEBINDINGS WHERE ACTIVE='1' AND CTTYPE=? AND STATUS='ACT' ORDER BY STARTDATE DESC, VERSIONCOMMITDATE DESC
         5       5,569       5,569       5,569          1  SELECT T0.CWDOCID,T0.CREATEDBY,T0.CREATIONDATE,T0.UPDATEDBY,T0.LASTUPDATEDDATE,T0.STATE,T0.METADATATYPE,T0.STATUS,T0.VISUALKEY,T0.PRODUCTCODE,T0.PARENTORDER,T0.OWNER,T0.STATE2,T0.HASATTACHMENT,T0.METADATATYPE_VER,T0.ORIGINAL_ORDER_ID,T0.SOURCE_ORDER_ID,T0.KIND_OF_ORDER,T0.ORDER_PHASE,T0.PROJECT_ID,T0.PROCESS_ID,T0.DUEDATE,T0.CWDOCSTAMP,T0.CWORDERSTAMP,T0.APP_NAME,T0.CWUSERROLE,T0.BASKETID,T0.OSTATE,T0.CUSTOMERID,T0.ACCOUNTID,T0.ORDERTYPE,T0.ORDERSUBTYPE,T0.RELATEDORDER,T0.ORDERNUM,T0.ORDVER,T0.EFFECTIVEDATE,T0.SUBMITTEDBY,T0.SUBMITTEDDATE,T0.PRICE,T0.ONETIMEPRICE,T0.PRICEDON,T0.CORRELATIONID,T0.QUOTEID,T0.CHANNEL,T0.EXPIRATIONDATE,T0.QUOTEEXPIRATIONDATE,T0.ASSIGNEDPRIORITY,T0.REQUESTEDSTARTDATE,T0.REQUESTEDCOMPLETIONDATE,T0.DESCRIPTION,T0.BITYPE,T0.EXTERNALORDERID,T0.ISBUNDLED,T0.NOTES,T0.ATTRS,T0.MODE_SC,T0.ISLOCKED,T0.RELATEDENTITIES,T0.REQUESTER,T0.BISPECIFICATION,T0.RELATEDSCS,T0.QUOTEON,T0.COMPLETIONDATE,T0.RELATEDORDERS,T0.EXTENDEDSTATE,T0.ORDERROLE,T0.ORDERIDREF,T0.PREVOSTATE,T0.PMPROJECTID,T0.PMPROJECTTYPE FROM CWORDERINSTANCE T0 WHERE T0.CWDOCID=?
         5       5,245       5,245       5,245          1  select LEAF_NAME,DATA_TYPE,LABEL,DEFAULT_VALUE,CODE_TABLE,GROUP_CODE from CWUSER_PREFERENCE_DEFINITION
         5       1,274       2,141         433          4  INSERT INTO CWT_DO_RELATEDOBJECTS(ID,OBJECTDESCRIPTION,PARTYSPECIFICATION,ENTITYSPECIFICATION,DEPENDENTENTITYNAME,ORDERID,NAMEVALUESEARCHKEY,NAMESEARCHKEY,CWPARENTID,OBJECTCLASS,NAME,VALUE,DATA,IDENTIFIER,CREATEDBY,CREATEDON,UPDATEDON,GUID,OWNER) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         5         506       1,395         273         10  SELECT code,active,description,param, sortorder, valid_from, valid_to, status FROM cwDBCodeTables WHERE cttype=?  AND (STATUS is null or (STATUS='ACT' AND (valid_to is null or valid_from!=valid_to)))  ORDER BY code ASC, valid_from DESC
         4       4,940       4,940       4,940          1  SELECT PRIVILEGE, DESCRIPTION FROM CWPRIVILEGE WHERE PRIVILEGE IN (?,?,?)
         4         668         876         525          7  SELECT MESSAGEID,QUEUE,SKEY,MGROUP FROM CWT_DBQUEUE WHERE QUEUE = ? AND HOLD = 0 AND ARCHIVED = 0 AND (DELIVERYTIME IS NULL OR DELIVERYTIME <= SYSDATE) AND ROWNUM <= ? ORDER BY PRIORITY DESC,CREATIONTIME
         4       1,091       2,161         574          4  SELECT T0.ID,T0.OBJECTDESCRIPTION,T0.PARTYSPECIFICATION,T0.ENTITYSPECIFICATION,T0.DEPENDENTENTITYNAME,T0.ORDERID,T0.NAMEVALUESEARCHKEY,T0.NAMESEARCHKEY,T0.CWPARENTID,T0.OBJECTCLASS,T0.NAME,T0.VALUE,T0.DATA,T0.IDENTIFIER,T0.CREATEDBY,T0.CREATEDON,T0.UPDATEDON,T0.GUID,T0.OWNER FROM CWT_DO_RELATEDOBJECTS T0 WHERE T0.ID=?
         4       4,130       4,130       4,130          1  SELECT PRIVILEGE, DESCRIPTION FROM CWPRIVILEGE WHERE PRIVILEGE IN (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         4       4,037       4,037       4,037          1  INSERT INTO CWORDERINSTANCE(CWDOCID,CREATEDBY,CREATIONDATE,UPDATEDBY,LASTUPDATEDDATE,STATE,METADATATYPE,STATUS,VISUALKEY,PRODUCTCODE,PARENTORDER,OWNER,STATE2,HASATTACHMENT,METADATATYPE_VER,ORIGINAL_ORDER_ID,SOURCE_ORDER_ID,KIND_OF_ORDER,ORDER_PHASE,PROJECT_ID,PROCESS_ID,DUEDATE,CWDOCSTAMP,CWORDERSTAMP,APP_NAME,CWUSERROLE,BASKETID,OSTATE,CUSTOMERID,ACCOUNTID,ORDERTYPE,ORDERSUBTYPE,RELATEDORDER,ORDERNUM,ORDVER,EFFECTIVEDATE,SUBMITTEDBY,SUBMITTEDDATE,PRICE,ONETIMEPRICE,PRICEDON,CORRELATIONID,QUOTEID,CHANNEL,EXPIRATIONDATE,QUOTEEXPIRATIONDATE,ASSIGNEDPRIORITY,REQUESTEDSTARTDATE,REQUESTEDCOMPLETIONDATE,DESCRIPTION,BITYPE,EXTERNALORDERID,ISBUNDLED,NOTES,ATTRS,MODE_SC,ISLOCKED,RELATEDENTITIES,REQUESTER,BISPECIFICATION,RELATEDSCS,QUOTEON,COMPLETIONDATE,RELATEDORDERS,EXTENDEDSTATE,ORDERROLE,ORDERIDREF,PREVOSTATE,PMPROJECTID,PMPROJECTTYPE) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         3         799       1,024         611          5  SELECT DISTINCT T0.CREATEDBY,T0.CREATIONDATE,T0.UPDATEDBY,T0.LASTUPDATEDDATE,T0.ORIGINAL_ORDER_ID,T0.BASKETID,T0.OSTATE,T0.CUSTOMERID,T0.ACCOUNTID,T0.ORDERTYPE,T0.ORDVER,T0.ASSIGNEDPRIORITY,T0.REQUESTEDSTARTDATE,T0.REQUESTEDCOMPLETIONDATE,T0.DESCRIPTION,T0.EXTERNALORDERID,T0.ISBUNDLED,T0.NOTES,T0.ATTRS,T0.MODE_SC,T0.ISLOCKED,T0.RELATEDENTITIES,T0.BISPECIFICATION,T0.COMPLETIONDATE,T0.RELATEDORDERS,T0.CWDOCID
                                                           FROM CWORDERINSTANCE T0
                                                           WHERE T0.METADATATYPE IN (375) AND T0.OSTATE IN ('O_NR_SCH') AND T0.REQUESTEDSTARTDATE <= ?
         3       3,860       3,860       3,860          1  SELECT T0.USERID,T0.ROLEID,T0.ACTIVE,T0.MANAGER
                                                           FROM CWUSERROLE T0
                                                           WHERE upper(T0.USERID) LIKE ?
         3       3,522       3,522       3,522          1  SELECT PRIVILEGE, DESCRIPTION FROM CWPRIVILEGE WHERE PRIVILEGE IN (?,?)
         3         341         369         307         10  SELECT CTTYPE,DESCRIPTION,DSBTYPE,ACTIVE,DURATION,DURATIONTYPE,AUTOFILTERING,FETCHHANDLERID,GETHANDLERID,DIMENSIONCODE,PARAM,STARTDATE,ENDDATE,MDRCODE,MDRDIMENSIONCODE FROM CWDATASOURCEBINDINGS WHERE ACTIVE='1' AND CTTYPE=? AND STATUS IS NULL
         3         336         404         276         10  SELECT sortorder, valid_from,valid_to,status FROM cwDBCodeTables WHERE cttype= '-cwfCodeTableIndex' AND code = ?  AND (STATUS is null or ( STATUS='ACT' AND (valid_to is null or valid_from!=valid_to))) 
         3       3,273       3,273       3,273          1  UPDATE CWORDERINSTANCE SET CREATEDBY=?,CREATIONDATE=?,UPDATEDBY=?,LASTUPDATEDDATE=?,STATE=?,METADATATYPE=?,VISUALKEY=?,OWNER=?,HASATTACHMENT=?,CWDOCSTAMP=?,CWORDERSTAMP=?,APP_NAME=?,BASKETID=?,OSTATE=?,CUSTOMERID=?,ORDERTYPE=?,ORDERNUM=?,QUOTEID=?,EXPIRATIONDATE=?,DESCRIPTION=?,ISBUNDLED=?,NOTES=?,MODE_SC=?,ISLOCKED=?,REQUESTER=?,PMPROJECTID=? WHERE CWDOCID=?
         3         300         487         220         10  SELECT param FROM cwDBCodeTables WHERE cttype=? and code=?
         2         747       1,755         361          4  INSERT INTO CWT_DO_OBJECTRELATIONS(ID,CWORDERID,CWPARENTID,SOURCEOBJECTID,TARGETOBJECTID,RELATIONTYPE,CREATEDBY,CREATEDON,UPDATEDON) VALUES (?,?,?,?,?,?,?,?,?)
         2         709       1,705         309          4  SELECT T0.ID,T0.CWORDERID,T0.CWPARENTID,T0.SOURCEOBJECTID,T0.TARGETOBJECTID,T0.RELATIONTYPE,T0.CREATEDBY,T0.CREATEDON,T0.UPDATEDON FROM CWT_DO_OBJECTRELATIONS T0 WHERE T0.ID=?
         2       1,253       2,098         409          2  SELECT T0.BASKETID,T0.CWCREATED,T0.CWCREATEDBY,T0.LASTUPDATEDDATE,T0.UPDATEDBY,T0.CWORDERID,T0.STATE,T0.CWBASKETSTAMP,T0.TYPE,T0.CONTEXTID FROM cwpc_basket T0 WHERE T0.BASKETID=?
         2       2,465       2,465       2,465          1  SELECT CWORDERSEQ.NEXTVAL FROM DUAL
         2       2,348       2,348       2,348          1  SELECT T0.USERID,T0.USER_NAME,T0.DOMAIN,T0.EMAIL,T0.ACTIVE,T0.AVAILABLE,T0.PROFILEID,T0.MINTASKS,T0.MAXTASKS,T0.POSITIONID,T0.OUTOFOFFICE FROM CWUSER T0 WHERE T0.USERID=?
         2       2,313       2,313       2,313          1  SELECT CWORDSYNCSEQ.NEXTVAL FROM DUAL
         2       2,299       2,299       2,299          1  SELECT PREFERENCES FROM CWUSER WHERE USERID = ?
         2       2,296       2,296       2,296          1  INSERT INTO cwpc_basket(BASKETID,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,CWORDERID,STATE,CWBASKETSTAMP,TYPE,CONTEXTID) VALUES (?,?,?,?,?,?,?,?,?,?)
         2       2,234       2,234       2,234          1  UPDATE CWT_ON_RID SET REFERENCE = 1083 where REQUEST_ID = 1698522078
         2       2,223       2,223       2,223          1  SELECT CWT_ON_ORDERNUM_SEQ.nextval from dual
         2       2,172       2,172       2,172          1  SELECT T0.REQUEST_ID,T0.ID,T0.OPERATION,T0.OWNER,T0.CREATED,T0.REFERENCE FROM CWT_ON_RID T0 WHERE T0.REQUEST_ID=?
         1       1,915       1,915       1,915          1  SELECT T0.ID,T0.CWDOCSTAMP,T0.LASTUPDATEDDATE,T0.CWORDERCREATIONDATE,T0.CWORDERID,T0.CWPARENTID,T0.UPDATEDBY,T0.GUID,T0.SITEID,T0.SITETYPE,T0.SITEMOVETO,T0.SITEMOVEFROM,T0.STATUS,T0.SOURCE,T0.ADDRESSID FROM CWT_DO_SITE T0 WHERE T0.ID=?
         1       1,774       1,774       1,774          1  SELECT T0.ID,T0.CWDOCSTAMP,T0.CWORDERCREATIONDATE,T0.LASTUPDATEDDATE,T0.CWPARENTID,T0.CWORDERID,T0.UPDATEDBY,T0.ACCOUNTID,T0.GUID,T0.SOURCE,T0.STATUS FROM CWT_DO_ACCOUNT T0 WHERE T0.ID=?
         1       1,442       1,442       1,442          1  INSERT INTO CWT_DO_ACCOUNT(ID,CWDOCSTAMP,CWORDERCREATIONDATE,LASTUPDATEDDATE,CWPARENTID,CWORDERID,UPDATEDBY,ACCOUNTID,GUID,SOURCE,STATUS) VALUES (?,?,?,?,?,?,?,?,?,?,?)
         1       1,393       1,393       1,393          1  INSERT INTO CWT_DO_SITE(ID,CWDOCSTAMP,LASTUPDATEDDATE,CWORDERCREATIONDATE,CWORDERID,CWPARENTID,UPDATEDBY,GUID,SITEID,SITETYPE,SITEMOVETO,SITEMOVEFROM,STATUS,SOURCE,ADDRESSID) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
         1       1,272       1,272       1,272          1  SELECT CWBASKETSTAMP FROM CWPC_BASKET WHERE BASKETID=?
         0         995         995         995          1  BEGIN UPDATE CWVMINFO SET LASTUPDATEDDATE=sysdate,USEDMEMORY=?,NUMBERPROCESSES=? , STATUS=?, RELAOD_STATUS=?, LAST_RELOAD_TIME=? WHERE AVM_ID=? AND LASTUPDATEDDATE=? AND IP=?  RETURNING LASTUPDATEDDATE INTO ?;END;
         0         748         748         748          1  SELECT AVM_ID,IP,LASTUPDATEDDATE,0,JMXPORT,0,HOST,0,TOTALMEMORY,NUMBERPROCESSES,CW_PORT,STARTTIME,NULL,ACTIVATED_IVERSION,ACTIVATED_VERSION,NODE_MODE,SYSDATE,APP_NAME,CONFIG_NODE FROM CWVMINFO WHERE APP_NAME=?
    -----------------------------------------------------
     3,175         890     137,454         202      3,566


 ********* 2018-05-08 13:01:57 Duration: 00:00:23 *********
---------- Activity Operation Durations ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
       105      21,051      32,408      15,913          5  cwl_om.scheduledOrderProcess/start/loopBack(2)
        78      15,656      24,298      11,999          5  cwl_om.scheduledOrderProcess/start/evaluate(1)
        62      12,537      14,618      11,751          5  cwl_om.scheduledOrderProcess/start(0)
    -----------------------------------------------------
       246      16,414      32,408      11,751         15


 ********* 2018-05-08 13:01:57 Duration: 00:00:23 *********
---------- INTERFACE OPERATIONS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
    16,902  16,902,965  16,902,965  16,902,965          1  on.service.onapi/createShoppingCart
    -----------------------------------------------------
    16,902  16,902,965  16,902,965  16,902,965          1
