

 ********* 2018-05-08 13:01:57 Duration: 00:00:23 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
         0          80          80          80          1  . . . cwa_security.userOnInit.Rule2.initializationRuleScript
         0          80          80          80          1  . . . cwa_security.userOnInit.Rule3.initializationRuleScript
         0          54          54          54          1  . . . cwa_security.userOnInit.Rule4.initializationRuleScript
         0           4           4           3          2  . . . api_common.isFault
         0           1           1           1          1  . . . com.conceptwave.system.DataStructure.onInit
       132     132,865     132,865     132,865          1  . . cwl_security.login
         0           4           5           3          2  . . api_common.isFault
         0           6           6           6          1  . . security.data.userProfile.cwGetStructId
        16       3,389       7,743       1,403          5  cwl_om.scheduledOrderProcess.start.evaluate.cwOnProcActBefore
        14       2,984       5,884       1,364          5  . cwl_om.processScheduledOrder
         0          60         114          28          5  . . cwt_do.orderInstance.cwOnDocInit
         0           5           6           3          5  . . cwt_do.Constants
         7       1,115       1,368         870          7  cwl_dbqueue.queueListenerThread
         6         944       1,199         718          7  . cwl_dbqueue.getNextMessage
         6       6,893       6,893       6,893          1  cwl_interface_controller.TmfRestListenerController.onRequestIn
         0         239         239         239          1  . cwl_interface_controller.TmfRestListenerController.parseQuerystring
         0         214         214         214          1  . cwl_interface_controller.TmfRestListenerController.parseDynamicValues
         0          50          50          50          1  . cwl_interface_controller.TmfRestListenerController.onPostIn
         0         839         839         839          1  cwl_interface_controller.TmfRestListenerController.onResponseOut
         0          55          55          55          1  . cwl_interface_controller.TmfRestListenerController.onPostOut
         0          45          79          25          5  cwl_om.scheduledOrderProcess.start.loopBack.cwOnDuration
         0         107         107         107          1  cwl_interface_controller.TmfRestListenerController.isApplyFilter
         0          33          33          33          1  com.conceptwave.system.DataStructure.onInit
    -----------------------------------------------------
    19,211     738,909  16,884,709          25         26


 ********* 2018-05-08 13:01:57 Duration: 00:00:23 *********
---------- SCRIPT COMPILATIONS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
        27      27,126      27,126      27,126          1  cwt_on_cim_ext.getExistingAccountServices
        19      19,451      19,451      19,451          1  cwl_on.resourceValidationON
        18      18,503      18,503      18,503          1  cwl_on.createShoppingCart
        13      13,791      13,791      13,791          1  cwt_do.setTreeCharacteristics
        12      12,743      12,743      12,743          1  cwt_do.api.orderClassUI.validateAndSetProductCharacteristics
        11      11,469      11,469      11,469          1  cwtsr_Lib.productsFinder.cwOnFinderSel
         7       7,600       7,600       7,600          1  cwt_do.api.processBatch
         6       6,679       6,679       6,679          1  cwt_do.api.orderClassUI.getOrderItems
         6       6,396       6,396       6,396          1  cwt_do.ClsCatalogHelper
         5       5,608       5,608       5,608          1  on.service.validateRequestElements
         5       5,371       5,371       5,371          1  cwt_do.api.orderClassUI.addOrderItem
         5       5,292       5,292       5,292          1  cwl_on.lockOrUnlockON
         5       5,189       5,189       5,189          1  cwt_do.ClsInterface
         5       5,183       5,183       5,183          1  security.login
         4       4,990       4,990       4,990          1  cwt_do.api.orderClassUI.findBasketItemCharacteristics
         4       4,714       4,714       4,714          1  checkAddonPO/$g/1368158400
         4       4,696       4,696       4,696          1  cwl_on.mapDO2ONResponseHandler
         4       4,662       4,662       4,662          1  cwt_do.ClsDataOrderHelperUI.addBasketItem
         4       4,554       4,554       4,554          1  api_common.executeGet
         4       4,533       4,533       4,533          1  api_common.computeResourceKey
         4       4,453       4,453       4,453          1  cwt_do.api.createOrderHandler
         4       4,342       4,342       4,342          1  cwl_interface_controller.TmfRestListenerController.parseQuerystring
         4       4,329       4,329       4,329          1  cwl_on.getRelatedObjectsFromItem
         4       4,064       4,064       4,064          1  cwt_do.api.beforeAddItemHandler
         3       3,898       3,898       3,898          1  checkBasicPO/$g/1368158400
         3       3,707       3,707       3,707          1  cwt_do.api.orderClassUI.getRelatedObjects
         3       3,699       3,699       3,699          1  cwt_do.refreshPOAfterCreateOIRelation
         3       3,511       3,511       3,511          1  cwt_do.api.processItemsInBatches
         3       3,466       3,466       3,466          1  cwl_security.getUserGroups
         3       3,449       3,449       3,449          1  on.service.setCatalogContextAttrs
         3       3,356       3,356       3,356          1  cwt_do.api.mapBasketItemDoc2OrderItemWrapper
         3       3,276       3,276       3,276          1  cwl_fullStack.onResourceValidationExHandler
         3       3,227       3,227       3,227          1  cwt_do.api.orderClassUI.init
         3       3,047       3,047       3,047          1  cwt_do.api.orderClassUI.mapBasketItemDoc2OrderItem
         2       2,992       2,992       2,992          1  cwt_do.api.orderClassUI.toOrder
         2       2,962       2,962       2,962          1  cwt_do.ClsDataOrderHelperUI.initial
         2       2,944       2,944       2,944          1  on.service.getDataURL
         2       2,881       2,881       2,881          1  cwl_security.getUserPreferenceByKey
         2       2,776       2,776       2,776          1  cwt_do.ClsDataOrderHelperUI.addParent2ChildIncludeRelation
         2       2,768       2,768       2,768          1  cwl_security.getGroupPrivileges
         2       2,682       2,682       2,682          1  api_common.putObjectInCache
         2       2,645       2,645       2,645          1  cwt_do.getBasketById
         2       2,636       2,636       2,636          1  cwt_do.api.orderClassUI.findBasketItemCharges
         2       2,595       2,595       2,595          1  communityPO_isValid/$g/1368158400
         2       2,542       2,542       2,542          1  cwtsr_Lib.getProduct
         2       2,533       2,533       2,533          1  cwt_do.api.orderClassUI.addPOtoOrder
         2       2,479       2,479       2,479          1  cwt_do.api.orderClassUI.addProductOfferingToOrder
         2       2,477       2,477       2,477          1  cwt_do.setDefaultRelatedObjects
         2       2,428       2,428       2,428          1  cwt_do.copyChargeAttributes
         2       2,409       2,409       2,409          1  isBasicPO/$g/1368158400
         2       2,350       2,350       2,350          1  cwl_on.setCustomerMSISDN
         2       2,307       2,307       2,307          1  eoc_commons.getResourceURI
         2       2,257       2,257       2,257          1  cwl_on.mapONRequestSC2DataOrder.isLocked-1478652886.cwOnItemConversion
         2       2,205       2,205       2,205          1  eoc_commons.validateProductOfferingItem
         2       2,183       2,183       2,183          1  cwt_do.ClsDataOrderHelperUI.recalculateCalculatedValuesInBasket
         2       2,180       2,180       2,180          1  cwt_do.api.orderClassUI.addRelatedObject
         2       2,101       2,101       2,101          1  cwl_on.getRelatedItemsFromItem
         2       2,099       2,099       2,099          1  cwtsr_Lib.ServiceRegistryHelper
         2       2,065       2,065       2,065          1  cwt_do.new_cwt_do.dataOrder.cwOnOrdVisualKey
         2       2,046       2,046       2,046          1  cwt_do.ClsDataOrderHelperUI.addItem
         2       2,023       2,023       2,023          1  cwl_on.mapONRequestSC2DataOrder.isBundled-1574160069.cwOnItemConversion
         1       1,980       1,980       1,980          1  cwt_do.api.addOrderItemHandler
         1       1,976       1,976       1,976          1  api_common.isModelExtended
         1       1,914       1,914       1,914          1  cwt_do.api.validateOrderHandler
         1       1,907       1,907       1,907          1  cwt_do.api.orderClassFactoryHelper
         1       1,900       1,900       1,900          1  cwl_on.populateONItemsFromDataOrder
         1       1,900       1,900       1,900          1  performanceUtils.getObject
         1       1,854       1,854       1,854          1  cwt_do.api.orderClassUI.existsTargetRelation
         1       1,820       1,820       1,820          1  cwt_do.fixItemRelationId
         1       1,812       1,812       1,812          1  cwl_security.getUserProfile
         1       1,785       1,785       1,785          1  cwt_do.api.orderClassUI.fetchRelatedObjects
         1       1,770       1,770       1,770          1  eoc_commons.Constants
         1       1,757       1,757       1,757          1  cwt_do.api.orderClassUI.initGlobalVariables
         1       1,749       1,749       1,749          1  cwtsr_cacheLib.createProductsBuffer
         1       1,747       1,747       1,747          1  cwt_do.api.orderClassUI.getRootProductOffering
         1       1,733       1,733       1,733          1  cwt_do.api.orderClassUI.updateProductPrice
         1       1,715       1,715       1,715          1  on.service.setUserLanguage
         1       1,707       1,707       1,707          1  cwl_on.mapOnExtendedOrderItem2DoOrderItem.action-770072745.cwOnItemConversion
         1       1,706       1,706       1,706          1  performanceUtils.putObject
         1       1,690       1,690       1,690          1  eoc_commons.forEach
         1       1,678       1,678       1,678          1  cwt_do.ClsDataOrderHelperUI.initGlobalVariables
         1       1,663       1,663       1,663          1  ui_common.preferenceDefinitionFinder.cwOnFinderSel
         1       1,663       1,663       1,663          1  security.loginJava
         1       1,635       1,635       1,635          1  cwt_do.api.getOrderNextStateCore
         1       1,597       1,597       1,597          1  cwt_do.readBasketByIdFromCache
         1       1,593       1,593       1,593          1  cwtsr_cacheLib.getCachedProductsForCustomer
         1       1,585       1,585       1,585          1  cwt_do.api.orderClassUI.findRelatedObjectsBySource
         1       1,577       1,577       1,577          1  security.getUserProfileByKey
         1       1,560       1,560       1,560          1  cwt_do.addIncludeRelation
         1       1,527       1,527       1,527          1  cwl_interface_controller.TmfRestListenerController.onRequestIn
         1       1,501       1,501       1,501          1  cwt_do.api.orderClassUI.setExternalIDs
         1       1,496       1,496       1,496          1  cwt_do.api.orderClassUI.findBasketItemRelations
         1       1,495       1,495       1,495          1  eoc_commons.validateRelatedPartyHandler
         1       1,495       1,495       1,495          1  cwl_on.updateReferenceRequestId
         1       1,481       1,481       1,481          1  cwl_interface_controller.TmfRestListenerController.onResponseOut
         1       1,479       1,479       1,479          1  cwl_security.getGroupPrivilegesByKey
         1       1,451       1,451       1,451          1  cwt_do.relatedObject.cwOnDocStore
         1       1,442       1,442       1,442          1  cwt_do.ClsDataOrderHelperUI.bindCatalog
         1       1,410       1,410       1,410          1  cwt_do.api.orderClassUI.loadItemsFromServiceRegistry
         1       1,407       1,407       1,407          1  cwl_on.createHashRequestID
         1       1,406       1,406       1,406          1  cwt_do.getInitialState
         1       1,386       1,386       1,386          1  cwt_do._getVisualKey
         1       1,385       1,385       1,385          1  cwt_do.api.orderClassUI.persistOrderItemRelatedObjects
         1       1,349       1,349       1,349          1  security.getUserPreferenceByKey
         1       1,342       1,342       1,342          1  cwt_do.api.orderClassUI.setArrayField
         1       1,335       1,335       1,335          1  cwl_on.setNewOrderStates
         1       1,324       1,324       1,324          1  ui_common.getDefaultPreferenceData
         1       1,322       1,322       1,322          1  eoc_commons.getBaseCatalogItemType
         1       1,316       1,316       1,316          1  cwt_do.ClsDataOrderHelperUI.addAccount
         1       1,316       1,316       1,316          1  cwt_do.new_cwt_do.dataOrder.saveOrder
         1       1,302       1,302       1,302          1  cwt_do.cloneOrder
         1       1,297       1,297       1,297          1  api_common.data.object.computeVisualKey
         1       1,295       1,295       1,295          1  dataorder.service.constantsOrderItem
         1       1,283       1,283       1,283          1  cwt_do.api.orderClassUI.createItemRelations
         1       1,270       1,270       1,270          1  cwt_do.doCatalogTypeConfig.isService
         1       1,269       1,269       1,269          1  checkCommunityPO/$g/1368158400
         1       1,263       1,263       1,263          1  dataorder.service.getOrderNextState
         1       1,260       1,260       1,260          1  on.service.createShoppingCart
         1       1,254       1,254       1,254          1  cwt_do.cloneBasket
         1       1,252       1,252       1,252          1  cwt_do.ClsDataOrderHelperUI.getConfig
         1       1,248       1,248       1,248          1  cwt_do.ClsDataOrderHelperUI.updateAccounts
         1       1,245       1,245       1,245          1  checkOptionalPO/$g/1368158400
         1       1,242       1,242       1,242          1  cwt_do.api.mapOrder2OrderInstanceDoc.createdBy-1080670400.cwOnItemConversion
         1       1,226       1,226       1,226          1  cwt_do.api.orderClassUI.initDataOrderCollection
         1       1,225       1,225       1,225          1  cwt_do.api.mapOrder2OrderInstanceDoc.updatedBy-1311387404.cwOnItemConversion
         1       1,221       1,221       1,221          1  cwl_security.getUserByKey
         1       1,217       1,217       1,217          1  eoc_commons.jsonToDsArr
         1       1,216       1,216       1,216          1  cwt_do.ClsDataOrderHelperUI.addSite
         1       1,214       1,214       1,214          1  cwt_do.api.mapOrder2OrderInstanceDoc.relatedOrders--1406557411.cwOnItemConversion
         1       1,202       1,202       1,202          1  cwt_do.ClsDataOrderHelperUI.save
         1       1,199       1,199       1,199          1  cwt_do.api.orderClassUI.mapRelatedObjectDoc2Structure
         1       1,184       1,184       1,184          1  cwl_on.mapDataOrder2ONResponse
         1       1,182       1,182       1,182          1  cwt_do.getLogicalItemType
         1       1,180       1,180       1,180          1  cwt_do.siteDoc.cwOnDocVisualKey
         1       1,179       1,179       1,179          1  eoc_commons.checkBaseCatalogItemType
         1       1,173       1,173       1,173          1  cwt_do.api.orderClassUI.mapPOOIDocNotesToOrderItem
         1       1,168       1,168       1,168          1  cwt_do.getDOHelper
         1       1,165       1,165       1,165          1  cwt_do.api.orderClassUI.getAccountId
         1       1,150       1,150       1,150          1  cwt_do.orderInstance.cwOnDocStore
         1       1,139       1,139       1,139          1  cwl_on.setOrderCatalogTime
         1       1,137       1,137       1,137          1  security.getGroupPrivilegesByKey
         1       1,116       1,116       1,116          1  cwt_do.api.mapOrder2OrderInstanceDoc.ordVer--1304809197.cwOnItemConversion
         1       1,113       1,113       1,113          1  cwl_on.mapOnExtendedOrderItem2DoOrderItem.cwOnMapConv
         1       1,112       1,112       1,112          1  cwt_do.ClsDataOrderHelperUI.getObjectByGUID
         1       1,094       1,094       1,094          1  cwl_on.setHttpLocationHeader
         1       1,080       1,080       1,080          1  security.data.privilege.cwGetStructId
         1       1,079       1,079       1,079          1  cwt_do.ClsDataOrderHelperUI.getSourceRelationsForItem
         1       1,078       1,078       1,078          1  cwt_sr.getProductHelper
         1       1,078       1,078       1,078          1  cwt_do.api.mapOrder2OrderInstanceDoc.notes--157140706.cwOnItemConversion
         1       1,058       1,058       1,058          1  cwa_security.userOnInit.Rule3.initializationRuleScript
         1       1,055       1,055       1,055          1  cwt_do.relatedObject.cwOnDocLoad
         1       1,053       1,053       1,053          1  cwt_do.api.orderClassUI.setNameAndDescription
         1       1,051       1,051       1,051          1  cwt_do.getOwnertPO
         1       1,049       1,049       1,049          1  cwl_security.login
         1       1,049       1,049       1,049          1  cwt_do.new_cwt_do.dataOrder.getHelper
         1       1,047       1,047       1,047          1  cwt_do.getClsCatalogTypes
         1       1,044       1,044       1,044          1  cwt_do.getOrderById
         1       1,042       1,042       1,042          1  cwt_do.api.mapBasketItemDoc2OrderItem.amount--269981095.cwOnItemConversion
         1       1,041       1,041       1,041          1  cwt_do.doCatalogTypeConfig.isResource
         1       1,028       1,028       1,028          1  cwt_do.ClsDataOrderHelperUI.addRelation
         1       1,022       1,022       1,022          1  cwt_do.api.orderClassUI.setPOOINotes
         1       1,020       1,020       1,020          1  ui_common.getDefaultPreference
         1       1,012       1,012       1,012          1  cwl_fullStack.afterAddItemHandler
         1       1,005       1,005       1,005          1  cwt_do.api.getNumberOfBatches
         1       1,002       1,002       1,002          1  cwl_on.setCatalogContextOnSCResponse
         0         997         997         997          1  cwt_do.getCatalogHelper
         0         993         993         993          1  cwl_interface_controller.TmfRestListenerController.parseDynamicValues
         0         991         991         991          1  cwt_do.ClsDataOrderHelperUI.updateSites
         0         984         984         984          1  cwt_do.getClsInterface
         0         977         977         977          1  cwl_on.expandEntity
         0         964         964         964          1  dataorder.service.createOrder
         0         962         962         962          1  cwt_do.api.mapBasketItemDoc2OrderItem.units--412012054.cwOnItemConversion
         0         957         957         957          1  cwt_do.doCatalogTypeConfig.getServiceTypes
         0         956         956         956          1  api_common.data.object.getCacheableList
         0         949         949         949          1  cwt_do.api.orderClassUI.getAccount
         0         931         931         931          1  on.service.onapiJSBinding/createShoppingCart.cwOnJsProvider
         0         917         917         917          1  on.service.validateResponse
         0         914         914         914          1  cwt_do.api.mapOrder2OrderInstanceDoc.attrs--1024322927.cwOnItemConversion
         0         914         914         914          1  cwt_do.getEocRelationsHandling
         0         910         910         910          1  cwt_do.ClsDataOrderHelperUI.isItemLogicalType
         0         904         904         904          1  dataorder.service.addOrderItem
         0         899         899         899          1  cwt_do.ClsCatalogTypes
         0         895         895         895          1  api_common.data.object.cwOnStructVisualKey
         0         891         891         891          1  cwl_on.validateField
         0         883         883         883          1  cwt_do.ClsDataOrderHelperUI.remapGUIDs
         0         883         883         883          1  cwt_do.api.orderClassUI.findRelatedObjectInstance
         0         882         882         882          1  security.data.userProfile.cwGetStructId
         0         880         880         880          1  api_common.getDocumentById
         0         873         873         873          1  dataorder.service.beforeAddOrderItem
         0         872         872         872          1  cwt_do.api.orderClassUI.getBasketContext
         0         872         872         872          1  cwt_do.api.orderClassUI.findRelatedObjects
         0         867         867         867          1  api_common.getVisualKeyFromCache
         0         867         867         867          1  cwt_do.ClsDataOrderHelperUI.onInit
         0         867         867         867          1  cwl_on.addDaysFromToday
         0         864         864         864          1  api_common.getModelType
         0         855         855         855          1  cwt_do.ClsDataOrderHelperUI.getBasketContext
         0         854         854         854          1  cwt_do.api.orderClassUI.getDefaultCustomerId
         0         852         852         852          1  cwt_do.api.orderClassUI.getSiteId
         0         829         829         829          1  api_common.getVisualKey
         0         823         823         823          1  com.conceptwave.system.UserInterface.onInit
         0         820         820         820          1  cwl_fullStack.isCBIOFeatureEnabled
         0         820         820         820          1  cwt_do.api.orderClassUI.updateItemsAndOrderState
         0         806         806         806          1  cwt_do._getSiteVisualKey
         0         803         803         803          1  cwtsr_cacheLib.updateOnDemand
         0         793         793         793          1  cwt_do.ClsDataOrderHelperUI.isItemLogicalOffer
         0         779         779         779          1  cwt_do.ClsDataOrderHelperUI.getObjectById
         0         767         767         767          1  cwt_do.ClsDataOrderHelperUI.loadItems
         0         765         765         765          1  cwt_dict.isOneOf
         0         759         759         759          1  cwt_do.ClsDataOrderHelperUI.getTargetRelationsForItem
         0         758         758         758          1  cwl_interface_controller.TmfRestListenerController.onPostIn
         0         752         752         752          1  cwt_do.api.orderClassUI.getSite
         0         749         749         749          1  cwt_do.doCatalogTypeConfig.getResourceTypes
         0         743         743         743          1  eoc_commons.validateEnum
         0         739         739         739          1  cwt_do.api.orderClassUI.save
         0         730         730         730          1  cwt_do.isPerItemUnderPOOI
         0         729         729         729          1  cwtsr_cacheLib.getFullProductsAssociationsByCustomerId
         0         724         724         724          1  on.service.process_response
         0         723         723         723          1  cwt_do.api.orderClassUI.setField
         0         722         722         722          1  cwt_do.setInitialState
         0         721         721         721          1  cwtsr_cacheLib.getProductsItemsBufferForCustomer
         0         708         708         708          1  cwInit.cwResourceCacheLoader
         0         685         685         685          1  cwt_do.relatedObject.cwOnDocInit
         0         682         682         682          1  dataorder.service.afterAddOrderItem
         0         679         679         679          1  cwt_do.api.orderClassFactory
         0         674         674         674          1  cwt_do.createOrderClassInstance
         0         674         674         674          1  cwt_do.api.orderClassUI.setType
         0         670         670         670          1  cwInit.cwInterfaceDataCacheLoader
         0         664         664         664          1  cwt_do.readOrderByIdFromCache
         0         659         659         659          1  cwt_do.doCatalogTypeConfig.getProductTypes
         0         656         656         656          1  security.data.userProfile.computeVisualKey
         0         656         656         656          1  cwa_security.userOnInit.Rule4.initializationRuleScript
         0         650         650         650          1  cwt_do.ClsDataOrderHelperUI.priceBasket
         0         648         648         648          1  cwt_do.api.orderClassUI.onInit
         0         639         639         639          1  cwt_do.ClsDataOrderHelperUI.getAllItemsInBasket
         0         637         637         637          1  cwt_do.doCatalogTypeConfig.isProduct
         0         635         635         635          1  cwt_do.ClsDataOrderHelperUI.saveBasket
         0         629         629         629          1  cwt_do.ClsDataOrderHelperUI.setBasketContext
         0         625         625         625          1  cwt_do.api.orderClassUI.setBasketContext
         0         625         625         625          1  cwt_do.getEocOrderPersistanceHandling
         0         593         593         593          1  cwl_interface_controller.TmfRestListenerController.isApplyFilter
         0         592         592         592          1  cwl_interface_controller.TmfRestListenerController.onPostOut
         0         589         589         589          1  cwt_do.doConfig.getLogicalItemTypes
         0         583         583         583          1  cwa_security.userOnInit.Rule1.initializationRuleScript
         0         571         571         571          1  cwa_security.userOnInit.Rule2.initializationRuleScript
         0         569         569         569          1  cwt_do.ClsDataOrderHelperUI.getAccounts
         0         542         542         542          1  cwt_do.ClsDataOrderHelperUI.getSites
    -----------------------------------------------------
       502       2,042      27,126         542        246


 ********* 2018-05-08 13:01:57 Duration: 00:00:23 *********
---------- DATABASE OPERATIONS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
       652       4,352      25,098       3,090        150  UPDATE cwpc_basketItem SET BASKETID=?,ITEMCODE=?,CWCREATED=?,CWCREATEDBY=?,LASTUPDATEDDATE=?,UPDATEDBY=?,PARENTBASKETITEMID=?,RELATIONNAME=?,SEQUENCENO=?,REQUESTTIME=?,SEARCHTEXT=?,DATA=?,STATE=?,ACTION=?,CUSTOMERID=?,ACCOUNTID=?,LOCATIONID=?,SITEID=?,SERVICEDATE=?,FAMILY=?,CATEGORY=?,RELATIONS=?,ENTITYID=?,INTERNALSTATE=?,GROUPDIMENSIONS=?,CONTEXTID=?,INTERNALREASONCODE=?,LIFECYCLESTATETIMELINE=?,CURRENTLIFECYCLESTATE=?,HID=?,FULFILLMENTSTATE=?,SERIALNUMBER=?,SERVICEREGISTRYID=?,POOIACTION=?,GUID=?,PREVSTATUS=?,SOURCE=?,EFFECTIVEDATE=?,SERVICESTARTDATE=?,ISCOMPLETED=?,DESCRIPTION=?,ASSIGNEDPRIORITY=?,BITYPE=?,BISPECIFICATION=?,DUEDATE=?,COMPLETIONDATE=?,NOTES=?,ITEMNOTES=?,ISPAIRED=?,PRODUCT=?,QUANTITY=?,RESOURCES=?,SERVICES=?,ATTRS=?,EXTERNALID=? WHERE BASKETITEMID=?
       612       4,085     137,454       2,112        150  INSERT INTO cwpc_basketItem(BASKETITEMID,BASKETID,ITEMCODE,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,PARENTBASKETITEMID,RELATIONNAME,SEQUENCENO,REQUESTTIME,SEARCHTEXT,DATA,STATE,ACTION,CUSTOMERID,ACCOUNTID,LOCATIONID,SITEID,SERVICEDATE,FAMILY,CATEGORY,RELATIONS,ENTITYID,INTERNALSTATE,GROUPDIMENSIONS,CONTEXTID,INTERNALREASONCODE,LIFECYCLESTATETIMELINE,CURRENTLIFECYCLESTATE,HID,FULFILLMENTSTATE,SERIALNUMBER,SERVICEREGISTRYID,POOIACTION,GUID,PREVSTATUS,SOURCE,EFFECTIVEDATE,SERVICESTARTDATE,ISCOMPLETED,DESCRIPTION,ASSIGNEDPRIORITY,BITYPE,BISPECIFICATION,DUEDATE,COMPLETIONDATE,NOTES,ITEMNOTES,ISPAIRED,PRODUCT,QUANTITY,RESOURCES,SERVICES,ATTRS,EXTERNALID) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
       396         511       5,213         318        775  SELECT cwpc_basketItemCharge.BASKETID,cwpc_basketItemCharge.BASKETITEMID,cwpc_basketItemCharge.CHARGETYPECODE,cwpc_basketItemCharge.AMOUNT,cwpc_basketItemCharge.SEQUENCENO,cwpc_basketItemCharge.CURRENCY,cwpc_basketItemCharge.FREQUENCY,cwpc_basketItemCharge.TAXCODE,cwpc_basketItemCharge.LABEL,cwpc_basketItemCharge.CWCREATED,cwpc_basketItemCharge.CWCREATEDBY,cwpc_basketItemCharge.LASTUPDATEDDATE,cwpc_basketItemCharge.UPDATEDBY,cwpc_basketItemCharge.TYPE,cwpc_basketItemCharge.BASKETITEMCHARGEID,cwpc_basketItemCharge.ITEMCHARGECODE,cwpc_basketItemCharge.OVERRIDEAMOUNT,cwpc_basketItemCharge.TARGETBASKETCHARGEID,cwpc_basketItemCharge.ITEMCHARGERELATIONCODE,cwpc_basketItemCharge.OVERRIDDENRULERESULT,cwpc_basketItemCharge.DATA FROM CWPC_BASKETITEMCHARGE WHERE BASKETID=? AND BASKETITEMID =? ORDER BY SEQUENCENO
        80         538       2,683         332        150  INSERT INTO cwpc_basketItemRelation(BASKETITEMIDFROM,BASKETITEMIDTO,RELATIONNAME,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,BASKETID,BASKETITEMRELATIONID,INTERNALSTATE,EFFECTIVEDATE,STATUS,SOURCE,GUID,PERCENTAGE,USERFLAG) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
        79         527       2,808         329        151  INSERT INTO cwpc_basketItemCharge(BASKETID,BASKETITEMID,CHARGETYPECODE,AMOUNT,SEQUENCENO,CURRENCY,FREQUENCY,TAXCODE,LABEL,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,TYPE,BASKETITEMCHARGEID,ITEMCHARGECODE,OVERRIDEAMOUNT,TARGETBASKETCHARGEID,ITEMCHARGERELATIONCODE,OVERRIDDENRULERESULT,DATA) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
        69         465       2,113         271        150  UPDATE cwpc_basket SET CWBASKETSTAMP=? WHERE BASKETID=?
        45      45,437      45,437      45,437          1  call UPDATECUSTOMERASSOCIATIONS(?)
        37      18,911      36,490       1,333          2  select ASSOC.APPLICATIONCONTEXT,
                                                                  ASSOC.AVERSION,
                                                                  ASSOC.ZVERSION,
                                                                  ASSOC.HASCOLLECTION,
                                                                  ASSOC.HASNAMEVALUEPAIRS,
                                                                  ASSOC.VERSION,
                                                                  ASSOC.ISPENDING,
                                                                  ASSOC.ASSOCIATIONTYPE,
                                                                  ASSOC.DN,
                                                                  ASSOC.VALIDFROMDATE,
                                                                  ASSOC.VALIDTODATE,
                                                                  ASSOC.CREATEDBY,
                                                                  ASSOC.CREATEDDATE,
                                                                  ASSOC.UPDATEDBY,
                                                                  ASSOC.UPDATEDDATE,
                                                                  ASSOC.STATE,
                                                                  ASSOC.STATEDATE,
                                                                  ASSOC.SELF,
                                                                  ASSOC.ENTITYAPPLICATIONCONTEXT,
                                                                  ASSOC.ENTITYTYPE,
                                                                  ASSOC.ENTITYDN,
                                                                  ASSOC.ISEXTERNALENTITY,
                                                                  ASSOC.ASSOCENTITYAPPLICATIONCONTEXT,
                                                                  ASSOC.ASSOCENTITYTYPE,
                                                                  ASSOC.ASSOCENTITYDN,
                                                                  ASSOC.ISEXTERNALASSOCENTITY,
                                                                  ASSOC.SEARCHTEXT,
                                                                  ASSOC.DATA,
                                                                  ASSOC.CUSTOMERRELATEDDN,
                                                                  ASSOC.PRODUCTRELATEDDN,
                                                                  ENTITY.APPLICATIONCONTEXT,
                                                                  ENTITY.HASCOLLECTION,
                                                                  ENTITY.HASNAMEVALUEPAIRS,
                                                                  ENTITY.VERSION,
                                                                  ENTITY.ISPENDING,
                                                                  ENTITY.ENTITYTYPE,
                                                                  ENTITY.DN,
                                                                  ENTITY.VALIDFROMDATE,
                                                                  ENTITY.VALIDTODATE,
                                                                  ENTITY.CREATEDBY,
                                                                  ENTITY.CREATEDDATE,
                                                                  ENTITY.UPDATEDBY,
                                                                  ENTITY.UPDATEDDATE,
                                                                  ENTITY.STATE,
                                                                  ENTITY.STATEDATE,
                                                                  ENTITY.HIERARCHICALNAMING,
                                                                  ENTITY.AUTONAMED,
                                                                  ENTITY.CUSTOMERID,
                                                                  ENTITY.ACCOUNTID,
                                                                  ENTITY.LOCATIONID,
                                                                  ENTITY.SITEID,
                                                                  ENTITY.SERVICEDATE,
                                                                  ENTITY.REQUESTDATE,
                                                                  ENTITY.FAMILY,
                                                                  ENTITY.CATEGORY,
                                                                  ENTITY.CATALOGCODE,
                                                                  ENTITY.CATALOGTYPE,
                                                                  ENTITY.PARENTENTITYTYPE,
                                                                  ENTITY.PARENTASSOCNAME,
                                                                  ENTITY.PARENTDN,
                                                                  ENTITY.ORDERID,
                                                                  ENTITY.SEARCHTEXT,
                                                                  ENTITY.DATA,
                                                                  PRICE.ID,
                                                                  PRICE.VERSION,
                                                                  PRICE.NAME,
                                                                  PRICE.DESCRIPTION,
                                                                  PRICE.AMOUNT,
                                                                  PRICE.TAXCODE,
                                                                  PRICE.CHARGETYPECODE,
